id,player_name,player_status,year_of_event,statement_made,event_description,platform,event_type,media_tone,post_status,media_coverage,sources,url,valid
403,Jahmyr Gibbs,Playing,2026.0,Detroit is home. I’m glad to keep this going and keep building something special with this group.,Response after the Detroit Lions officially picked up his fifth-year option.,Twitter/X,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
404,Quentin Johnston,Playing,2026.0,Grateful for the belief the Chargers have in me. Time to turn that trust into results on the field.,Commenting on the team's decision to exercise his fifth-year option for the 2027 season.,Instagram,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
405,Keionte Scott,Playing,2026.0,I can’t wait to start working. Tampa is getting a guy who plays with an edge every single snap.,First press conference after being drafted by the Tampa Bay Buccaneers in the fourth round.,Press Conference,Support,Positive,Available,Low,Buccaneers.com,https://www.buccaneers.com/video/draft-selection-breakdown-road-to-the-draft,
406,DeMonte Capehart,Playing,2026.0,Ready to give my all to the Bucs. I’m coming in to work and earn the respect of my teammates.,Addressing the media following his fifth-round selection by Tampa Bay.,Press Conference,Support,Positive,Available,Low,Buccaneers.com,https://www.buccaneers.com/video/draft-selection-breakdown-road-to-the-draft,
407,Billy Schrauth,Playing,2026.0,"I’ll do whatever it takes to win. If they need me to block, I’m blocking. If they need more, I’m there.",Draft day press conference after being selected by the Buccaneers.,Press Conference,Support,Positive,Available,Low,Buccaneers.com,https://www.buccaneers.com/video/draft-selection-breakdown-road-to-the-draft,
408,Bauer Sharp,Playing,2026.0,My only goal right now is to earn respect in that locker room. I’m starting from zero.,Post-draft interview regarding his transition to the NFL as a tight end.,Press Conference,Reflection,Positive,Available,Low,Buccaneers.com,https://www.buccaneers.com/video/draft-selection-breakdown-road-to-the-draft,
409,Ted Hurst,Playing,2026.0,Teaming up with Baker Mayfield is going to be electric. I’ve watched him my whole life.,Expressing excitement about joining the Buccaneers' offense as a rookie receiver.,Press Conference,Support,Positive,Available,Medium,Buccaneers.com,https://www.buccaneers.com/video/draft-selection-breakdown-road-to-the-draft,
410,Jesse Minter,Management,2026.0,I knew Matt Hibner from Michigan. His evolution and combine testing numbers are just off the charts.,Ravens head coach discussing the addition of tight end Matt Hibner to the roster.,Press Conference,Support,Positive,Available,Medium,BaltimoreRavens.com,https://www.baltimoreravens.com/news/transcript-press-conference-4-25-26-x0959,
411,Martin Emerson Jr.,Playing,2026.0,"New Orleans, I'm ready. Grateful for the chance to compete in the Big Easy.",Reaction after signing a free-agent deal with the New Orleans Saints in late April.,Twitter/X,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
412,Diego Pavia,Playing,2026.0,All I needed was an open door. I’m going to make the most of this chance in Baltimore.,Social media post after signing as an undrafted free agent (UDFA) with the Ravens.,Instagram,Support,Positive,Active,Medium,NFL Draft Diamonds,https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
413,Reed Burckhardt,Management,2026.0,All these guys fit our culture. They’re going to raise the level when they come in and add to our current group.,Assistant GM discussing the chemistry of the Broncos' newest draft class.,Press Conference,Support,Positive,Available,Medium,DenverBroncos.com,https://www.denverbroncos.com/news/broncos-feel-really-good-following-2026-nfl-draft-helped-our-team-at-key-roster-spots,
414,Russell Wilson,Free Agent,2026.0,Great day in New Jersey. Just keeping the process moving and staying ready for whatever is next.,Vague social media post following a reported workout with the New York Jets.,Twitter/X,Reflection,Mixed,Active,High,"NFL Draft Diamonds, NY Post",https://nfldraftdiamonds.com/2026/04/nfl-transactions-1122/,
415,Brenton Strange,Playing,2026.0,"Competition makes everyone better. If we’re running three-TE sets, it’s going to be a nightmare for defenses.",Reacting to the Jaguars drafting multiple tight ends in the 2026 draft class.,Public Appearance,Support,Positive,Available,Low,Jaguars.com,https://www.jaguars.com/news/o-zone-rational-reaction,
416,Zac Taylor,Management,2026.0,"Brian Parker has a lot of flexibility along the offensive line. A local guy, St. X grad... He can really play all five positions for you.",Discussing the versatility of local sixth-round pick Brian Parker II during the post-draft recap.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/zac-taylor-post-2026-nfl-draft-quotes,
417,Brian Parker II,Playing,2026.0,"When they said it was going to be the Bengals, it's one of the better feelings in the world to be able to go back to your hometown team.","Reacting to being drafted by his hometown team, the Cincinnati Bengals.",Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/brian-parker-ii-2026-nfl-draft-quotes-bengals,
418,Klint Kubiak,Management,2026.0,Mendoza has the poise and the arm talent to lead this system. We’re building this around him from Day 1.,First remarks on quarterback Fernando Mendoza after his selection at No. 1 overall by the Raiders.,Press Conference,Support,Positive,Available,High,NFL.com,https://www.nfl.com/news/2026-nfl-draft-expectations-for-7-teams-with-new-coaching-staffs,
419,Howie Roseman,Management,2026.0,Getting Jonathan Greenard is a huge piece for our defensive front. He’s a relentless worker who fits our culture.,Discussing the trade to acquire outside linebacker Jonathan Greenard during the 2026 Draft weekend.,Press Conference,Support,Positive,Available,Medium,PhiladelphiaEagles.com,https://www.philadelphiaeagles.com/video/markel-bell-press-conference-april-24-2026,
420,Makai Lemon,Playing,2026.0,I’m ready to show Philly why they took me at 20. This city has an energy like nowhere else.,Introductory press conference after being drafted in the first round by the Eagles.,Press Conference,Support,Positive,Available,Medium,PhiladelphiaEagles.com,https://www.philadelphiaeagles.com/video/markel-bell-press-conference-april-24-2026,
421,Justin Herbert,Playing,2026.0,Bringing in Tyler Biadasz is massive for us. Having a veteran center to anchor the middle is huge for our rhythm.,Commenting on the Chargers' free agency move to strengthen the interior offensive line.,Public Appearance,Support,Positive,Available,Medium,The Big Lead,https://www.thebiglead.com/ranking-the-best-nfl-free-agency-signings-of-2026/,
422,Kyler Murray,Playing,2026.0,"The contract doesn't define me. I'm here to work, earn my spot, and help the Vikings win football games.",Addressing his 'prove-it' deal with Minnesota following his departure from Arizona.,Press Conference,Reflection,Mixed,Available,High,"The Big Lead, SI.com",https://www.thebiglead.com/ranking-the-best-nfl-free-agency-signings-of-2026/,
423,Zac Taylor,Management,2026.0,"Jack (Endries) fits really well with our room to come in here and compete in all phases — special teams, run game, pass game.",Discussing the draft selection of tight end Jack Endries.,Press Conference,Support,Positive,Available,Medium,Bengals.com,https://www.bengals.com/news/zac-taylor-post-2026-nfl-draft-quotes,
424,Landon Robinson,Playing,2026.0,I’ve been in that building before and I knew it was the right culture. Ready to earn my stripes on the D-line.,Reacting to his seventh-round selection by the Bengals.,Twitter/X,Support,Positive,Active,Low,Bengals.com,https://www.bengals.com/news/zac-taylor-post-2026-nfl-draft-quotes,
425,Joe Hortiz,Management,2026.0,Akheem Mesidor is an explosive athlete. We think his versatility off the edge is something we can use immediately.,Chargers GM recapping the draft selection of Akheem Mesidor.,Press Conference,Support,Positive,Available,Medium,YouTube/Chargers,https://www.youtube.com/watch?v=7tv4WB6q3ug,
426,Jim Harbaugh,Management,2026.0,"We wanted tough guys who like to hit. This class, from the tackles to the secondary, has that grit we’re looking for.",Recapping the Chargers' overall 2026 draft strategy.,Press Conference,Support,Positive,Available,Medium,YouTube/Chargers,https://www.youtube.com/watch?v=7tv4WB6q3ug,
427,Cole Wisniewski,Playing,2026.0,"Coming from Texas Tech, I know about competition. I’m ready to contribute to this Philly defense in any way possible.",Draft night response after being selected in the seventh round by the Eagles.,Press Conference,Support,Positive,Available,Low,PhiladelphiaEagles.com,https://www.philadelphiaeagles.com/video/markel-bell-press-conference-april-24-2026,
428,Robert Saleh,Management,2026.0,We’re establishing a standard in Tennessee. It starts with the guys we brought in this weekend.,Commenting on his first draft class as the head coach of the Titans.,Press Conference,Support,Positive,Available,Medium,FOX Sports,https://www.foxsports.com/stories/nfl/2026-nfl-coaching-gm-tracker-interviews-rumors-personnel-changes,
429,Brian Daboll,Management,2026.0,Carnell Tate is a special talent. He gives us a level of speed and route running that opens up everything else.,Titans OC discussing the impact of their new first-round wide receiver.,Public Appearance,Support,Positive,Available,Medium,FOX Sports,https://www.foxsports.com/stories/nfl/2026-nfl-coaching-gm-tracker-interviews-rumors-personnel-changes,
430,Jeff Hafley,Management,2026.0,The Dolphins have a great foundation. My goal is to build a defense that plays fast and physical every snap.,Introductory remarks as the new head coach of the Miami Dolphins.,Press Conference,Support,Positive,Available,Medium,FOX Sports,https://www.foxsports.com/stories/nfl/2026-nfl-coaching-gm-tracker-interviews-rumors-personnel-changes,
431,Patrick Ricard,Playing,2026.0,Coach Harbaugh brought me here to set the tone. We’re going to be a physical team that teams hate to play.,Discussing his move to the Giants in free agency to rejoin John Harbaugh.,Instagram,Support,Positive,Active,Medium,NFL.com,https://www.nfl.com/news/2026-nfl-draft-expectations-for-7-teams-with-new-coaching-staffs,
432,Eli Stowers,Playing,2026.0,"I’m just here to compete and learn. Tight end in this league is a different beast, but I’m ready.",First interview after being selected by the Eagles on Day 2 of the draft.,Press Conference,Reflection,Positive,Available,Low,PhiladelphiaEagles.com,https://www.philadelphiaeagles.com/video/markel-bell-press-conference-april-24-2026,
433,Rasheed Walker,Playing,2026.0,I’m grateful for the opportunity in Carolina. I have a lot to prove and I’m ready to get to work.,Reacting to his one-year 'value' deal with the Panthers.,Twitter/X,Reflection,Positive,Active,Low,The Big Lead,https://www.thebiglead.com/ranking-the-best-nfl-free-agency-signings-of-2026/,
434,Zac Taylor,Management,2026.0,"We’ve had Landon (Robinson) in the building before, and we just felt like we needed to add him to the mix.",Explaining the logic behind taking Landon Robinson in the seventh round.,Press Conference,Support,Positive,Available,Low,Bengals.com,https://www.bengals.com/news/zac-taylor-post-2026-nfl-draft-quotes,
435,Caleb Banks,Playing,2026.0,Skol! Ready to anchor this D-line and get after it in the North.,First public reaction after being selected No. 18 overall by the Vikings.,Instagram,Support,Positive,Active,Medium,SI.com,https://www.si.com/nfl/vikings/onsi/what-were-national-analysts-grades-and-reaction-to-vikings-2026-draft,
436,Tyleik Williams,Playing,2026.0,Indy is the perfect fit. I’m ready to join that front and cause some havoc in the backfield.,First public reaction after being selected by the Indianapolis Colts in the first round of the 2026 NFL Draft.,Instagram,Support,Positive,Active,Medium,"IndyStar, Colts.com",https://www.colts.com/news/tyleik-williams-draft-reaction-indianapolis,
